campaign_type,target_audience,duration,channel_used,impressions,clicks,leads,conversions,revenue,acquisition_cost,roi,language,engagement_score,customer_segment,date,brand,total_acquisition_cost
SEO,College Students,10.0,Google,77197.0,8771.0,2242.0,950.0,257450.0,140.03,0.94,Hindi,15.5,Premium Shoppers,2025-02-02,tira,133028.5
SEO,Working Women,13.0,"Email, Facebook",13098.0,1462.0,319.0,139.0,76589.0,1391.95,-0.6,Hindi,14.66,Premium Shoppers,2024-07-04,tira,193481.05000000002
Social Media,College Students,27.0,"Email, WhatsApp, Facebook",32454.0,1889.0,518.0,185.0,79735.0,340.82,0.26,Hindi,7.99,Youth,2025-04-01,tira,63051.7
Email,Working Women,18.0,"Facebook, WhatsApp",40763.0,4226.0,1376.0,560.0,212800.0,122.2,2.11,Hindi,15.12,Premium Shoppers,2025-02-25,tira,68432.0
Email,Premium Shoppers,29.0,"Instagram, Google",30552.0,3983.0,1598.0,1072.0,687152.0,138.35,3.63,English,21.78,Youth,2025-03-07,tira,148311.19999999998
Social Media,Working Women,14.0,Email,30320.0,2703.0,998.0,417.0,165132.0,677.81,-0.42,Hindi,13.58,Working Women,2025-03-30,tira,282646.76999999996
SEO,Working Women,26.0,Facebook,46109.0,5498.0,3165.0,1487.0,764318.0,52.12,8.86,Tamil,22.01,Premium Shoppers,2024-10-30,tira,77502.44
Email,Working Women,22.0,Email,13529.0,506.0,208.0,100.0,79600.0,1695.62,-0.53,English,6.02,Tier 2 City Customers,2024-12-21,tira,169562.0
Influencer,Working Women,12.0,"Facebook, Email, YouTube",97214.0,13799.0,4132.0,1768.0,963560.0,88.98,5.12,English,20.26,Working Women,2025-03-03,tira,157316.64
Paid Ads,Youth,11.0,"Google, WhatsApp, Email",53998.0,4529.0,2101.0,1007.0,744173.0,198.94,2.71,Tamil,14.14,College Students,2025-02-13,tira,200332.58
Influencer,Working Women,8.0,Instagram,86435.0,11021.0,5548.0,4273.0,2277509.0,39.64,12.45,Bengali,24.11,Tier 2 City Customers,2024-12-07,tira,169381.72
Influencer,Tier 2 City Customers,22.0,Google,50153.0,7109.0,2287.0,1551.0,403260.0,168.21,0.55,Tamil,21.83,Working Women,2025-03-09,tira,260893.71000000002
Influencer,Working Women,7.0,"Facebook, Email, YouTube",70650.0,4036.0,2403.0,1403.0,345138.0,79.56,2.09,English,11.1,Premium Shoppers,2025-05-28,tira,111622.68000000001
Influencer,Working Women,13.0,"Email, WhatsApp, Instagram",99382.0,4375.0,1898.0,1116.0,292392.0,195.91,0.34,Tamil,7.43,Youth,2024-09-02,tira,218635.56
Social Media,Youth,17.0,YouTube,67782.0,3548.0,1943.0,823.0,593383.0,75.07,8.6,English,9.32,Tier 2 City Customers,2024-11-14,tira,61782.60999999999
Social Media,College Students,28.0,Instagram,98141.0,14260.0,6854.0,2830.0,1522540.0,38.01,13.15,English,24.4,Premium Shoppers,2024-08-10,tira,107568.29999999999
Influencer,Tier 2 City Customers,14.0,"Email, Google, Instagram",42749.0,4330.0,1453.0,512.0,321536.0,192.96,2.25,Bengali,14.73,Premium Shoppers,2024-12-23,tira,98795.52
Paid Ads,Premium Shoppers,28.0,"YouTube, Facebook",46362.0,1930.0,956.0,465.0,159960.0,246.14,0.4,English,7.23,College Students,2025-03-27,tira,114455.09999999999
Paid Ads,Premium Shoppers,19.0,"Facebook, Email",32509.0,3288.0,750.0,442.0,134810.0,423.8,-0.28,Tamil,13.78,Youth,2025-01-13,tira,187319.6
Paid Ads,Working Women,16.0,"WhatsApp, YouTube, Instagram",81363.0,5890.0,2135.0,1436.0,907552.0,148.82,3.25,Bengali,11.63,Tier 2 City Customers,2025-02-08,tira,213705.52
Influencer,Youth,20.0,"YouTube, Google, Email",11448.0,772.0,458.0,350.0,239050.0,729.68,-0.06,English,13.8,Premium Shoppers,2024-11-03,tira,255387.99999999997
Paid Ads,Premium Shoppers,5.0,Instagram,40678.0,3446.0,1346.0,417.0,168468.0,322.1,0.25,Hindi,12.81,Tier 2 City Customers,2024-12-01,tira,134315.7
SEO,Premium Shoppers,22.0,"Facebook, Instagram",60963.0,3945.0,1134.0,568.0,428840.0,420.87,0.79,Tamil,9.26,Tier 2 City Customers,2025-02-22,tira,239054.16
Email,Premium Shoppers,29.0,WhatsApp,48235.0,5549.0,1674.0,1044.0,422820.0,99.64,3.06,Tamil,17.14,College Students,2024-10-17,tira,104024.16
SEO,Tier 2 City Customers,16.0,"Facebook, Instagram, Email",27371.0,1132.0,590.0,292.0,205568.0,956.56,-0.26,Hindi,7.36,Working Women,2024-10-03,tira,279315.51999999996
Paid Ads,Youth,23.0,"Facebook, YouTube",78709.0,4321.0,1854.0,1437.0,870822.0,193.16,2.14,Tamil,9.67,Youth,2025-05-19,tira,277570.92
Paid Ads,Tier 2 City Customers,19.0,"YouTube, Email, Google",54050.0,1918.0,511.0,346.0,169194.0,147.29,2.32,Hindi,5.13,Tier 2 City Customers,2025-01-25,tira,50962.34
Email,Premium Shoppers,23.0,Email,13095.0,1099.0,577.0,393.0,129297.0,209.06,0.57,Hindi,15.8,Working Women,2024-09-04,tira,82160.58
Email,College Students,16.0,Google,97055.0,8013.0,4515.0,1601.0,1000625.0,154.57,3.04,Bengali,14.56,College Students,2024-07-01,tira,247466.56999999998
Influencer,Youth,22.0,Email,77968.0,5917.0,1394.0,631.0,254293.0,369.08,0.09,Tamil,10.19,Youth,2024-10-05,tira,232889.47999999998
Social Media,College Students,28.0,"Google, WhatsApp",94938.0,5834.0,3236.0,1982.0,1151542.0,98.82,4.88,Bengali,11.64,Youth,2024-11-28,tira,195861.24
Paid Ads,Premium Shoppers,7.0,"Google, WhatsApp, Instagram",57968.0,8076.0,4450.0,1449.0,1146159.0,66.11,10.96,English,24.11,Working Women,2025-06-14,tira,95793.39
Paid Ads,College Students,12.0,"Google, Facebook",79227.0,6615.0,1605.0,542.0,169646.0,467.98,-0.33,Hindi,11.06,College Students,2024-11-08,tira,253645.16
Paid Ads,College Students,16.0,WhatsApp,76774.0,10074.0,2606.0,1611.0,528408.0,110.8,1.96,Hindi,18.61,College Students,2024-10-17,tira,178498.8
Email,Premium Shoppers,5.0,Email,25506.0,3429.0,726.0,415.0,280955.0,236.5,1.86,Bengali,17.92,College Students,2024-08-21,tira,98147.5
SEO,Premium Shoppers,8.0,"YouTube, Email",62926.0,5040.0,3011.0,1687.0,598885.0,209.06,0.7,Bengali,15.48,College Students,2024-11-24,tira,352684.22000000003
Paid Ads,College Students,14.0,YouTube,23786.0,1631.0,607.0,276.0,56580.0,740.77,-0.72,Tamil,10.57,Premium Shoppers,2024-12-06,tira,204452.52
Email,Tier 2 City Customers,18.0,"Email, Google",56930.0,3449.0,1994.0,1064.0,724584.0,209.06,2.26,Tamil,11.43,Tier 2 City Customers,2025-02-08,tira,222439.84
Paid Ads,Working Women,20.0,"Instagram, YouTube",70453.0,10026.0,3313.0,1492.0,1169728.0,128.12,5.12,Hindi,21.05,Youth,2024-08-19,tira,191155.04
Paid Ads,College Students,17.0,"WhatsApp, Facebook, Instagram",45628.0,1960.0,826.0,350.0,81900.0,582.12,-0.6,English,6.87,Working Women,2024-07-09,tira,203742.0
SEO,Tier 2 City Customers,23.0,"Instagram, Email, WhatsApp",39912.0,3573.0,1247.0,506.0,369380.0,468.05,0.56,Hindi,13.34,College Students,2025-01-12,tira,236833.30000000002
SEO,Premium Shoppers,7.0,Google,41304.0,4148.0,2049.0,991.0,433067.0,222.08,0.97,Tamil,17.4,Tier 2 City Customers,2025-01-22,tira,220081.28
Social Media,Tier 2 City Customers,7.0,Email,89852.0,8978.0,2314.0,1754.0,1183950.0,109.34,5.17,English,14.52,Tier 2 City Customers,2025-05-25,tira,191782.36000000002
Influencer,Working Women,30.0,Email,14269.0,714.0,368.0,170.0,114750.0,515.58,0.31,English,8.77,Premium Shoppers,2025-01-18,tira,87648.6
Social Media,Tier 2 City Customers,7.0,"WhatsApp, Google",27631.0,3669.0,1563.0,996.0,638436.0,283.37,1.26,Bengali,22.54,Youth,2024-11-13,tira,282236.52
Email,Tier 2 City Customers,15.0,"Facebook, Instagram, Google",37906.0,3760.0,1601.0,919.0,674546.0,234.57,2.13,Bengali,16.57,College Students,2025-01-02,tira,215569.83
Influencer,Premium Shoppers,19.0,"Google, Facebook, YouTube",47548.0,2083.0,544.0,197.0,143613.0,310.42,1.35,Hindi,5.94,Tier 2 City Customers,2024-09-05,tira,61152.740000000005
SEO,Tier 2 City Customers,11.0,"WhatsApp, Email",28866.0,1054.0,534.0,199.0,40596.0,565.94,-0.64,English,6.19,Youth,2024-11-06,tira,112622.06000000001
Email,College Students,11.0,"YouTube, Facebook",71082.0,4586.0,1356.0,595.0,171360.0,209.06,0.38,Bengali,9.2,Tier 2 City Customers,2025-05-21,tira,124390.7
Influencer,Youth,27.0,Email,18438.0,2298.0,718.0,496.0,245520.0,229.37,1.16,Bengali,19.05,Tier 2 City Customers,2024-10-28,tira,113767.52
Social Media,College Students,12.0,"Instagram, WhatsApp, Google",28479.0,1329.0,718.0,219.0,92637.0,1148.73,-0.63,Tamil,7.96,Working Women,2025-05-24,tira,251571.87
Email,Premium Shoppers,30.0,"Facebook, Email, Google",94968.0,10219.0,3110.0,2461.0,1582423.0,89.76,6.16,Tamil,16.63,College Students,2024-08-29,tira,220899.36000000002
Paid Ads,College Students,20.0,"Facebook, Instagram, Google",54994.5,1112.0,327.0,167.0,105878.0,1060.95,-0.4,English,2.92,Premium Shoppers,2024-09-10,tira,177178.65
Paid Ads,Youth,29.0,"WhatsApp, Google, Facebook",61706.0,8973.0,3157.0,991.0,345859.0,113.65,2.07,Hindi,21.26,Youth,2025-04-15,tira,112627.15000000001
Paid Ads,Tier 2 City Customers,28.0,"Email, Instagram, WhatsApp",73354.0,9179.0,2085.0,1387.0,973674.0,49.74,13.11,Hindi,17.25,Working Women,2024-11-14,tira,68989.38
Paid Ads,Tier 2 City Customers,12.0,WhatsApp,27248.0,2674.0,1512.0,912.0,223440.0,222.1,0.1,Bengali,18.71,Working Women,2025-02-16,tira,202555.19999999998
Influencer,Premium Shoppers,18.0,"Google, Instagram",92837.0,4732.0,2028.0,1251.0,530424.0,64.2,5.6,English,8.63,Working Women,2024-10-16,tira,80314.2
Paid Ads,Tier 2 City Customers,12.0,"WhatsApp, Facebook",90350.0,12161.0,3443.0,2250.0,1388250.0,106.5,4.79,Hindi,19.76,College Students,2024-11-24,tira,239625.0
SEO,Tier 2 City Customers,12.0,Email,83441.0,6554.0,1364.0,1012.0,395692.0,209.06,0.87,English,10.7,Premium Shoppers,2024-09-13,tira,211568.72
Paid Ads,Youth,17.0,"Google, Email",95909.0,4216.0,1808.0,999.0,208791.0,295.73,-0.29,English,7.32,Working Women,2025-06-01,tira,295434.27
Social Media,Tier 2 City Customers,17.0,"Facebook, WhatsApp, Instagram",80178.0,9002.0,3866.0,1585.0,440630.0,104.41,1.66,English,18.03,Working Women,2024-11-07,tira,165489.85
Influencer,Premium Shoppers,18.0,"Email, Google, WhatsApp",65478.0,3882.0,2042.0,853.0,344612.0,124.79,2.24,Hindi,10.35,Working Women,2025-02-10,tira,106445.87000000001
Influencer,Premium Shoppers,7.0,Instagram,28270.0,1691.0,364.0,175.0,96425.0,209.06,1.64,Bengali,7.89,Working Women,2025-01-07,tira,36585.5
Email,College Students,21.0,"Instagram, Google, Facebook",73940.0,6858.0,2348.0,1143.0,793242.0,209.06,2.32,Hindi,14.0,Tier 2 City Customers,2024-12-16,tira,238955.58000000002
Influencer,Premium Shoppers,10.0,"Email, Facebook, Instagram",64210.0,3557.0,1923.0,1066.0,462644.0,137.82,2.15,English,10.19,Youth,2024-11-12,tira,146916.12
Influencer,Working Women,23.0,Email,10369.0,378.0,164.0,80.0,34240.0,1833.31,-0.77,English,6.0,Premium Shoppers,2024-10-19,tira,146664.8
SEO,Premium Shoppers,9.0,Facebook,48657.0,2964.0,1591.0,1099.0,530817.0,240.11,1.01,Bengali,11.62,Working Women,2025-01-06,tira,263880.89
Paid Ads,Premium Shoppers,23.0,Google,83177.0,7324.0,2967.0,1324.0,1014184.0,178.81,3.28,Bengali,13.96,College Students,2024-10-18,tira,236744.44
Paid Ads,Premium Shoppers,21.0,YouTube,63410.0,8143.0,4692.0,2660.0,1385860.0,78.19,5.66,Tamil,24.44,Premium Shoppers,2024-08-29,tira,207985.4
Influencer,Youth,12.0,"YouTube, Email",16079.0,711.0,300.0,184.0,141496.0,682.08,0.13,Hindi,7.43,Premium Shoppers,2024-08-14,tira,125502.72
SEO,Tier 2 City Customers,8.0,"Facebook, Email, Google",31251.0,1513.0,442.0,204.0,149940.0,1464.76,-0.5,Bengali,6.91,College Students,2025-06-17,tira,298811.04
Social Media,Youth,26.0,"WhatsApp, YouTube, Google",98131.0,8314.0,4295.0,2454.0,1285896.0,67.57,6.75,English,15.35,Working Women,2025-04-24,tira,165816.77999999997
Paid Ads,College Students,29.0,Facebook,82403.0,12141.0,5788.0,2228.0,590420.0,25.09,9.56,Hindi,24.46,Tier 2 City Customers,2025-01-05,tira,55900.52
Paid Ads,Working Women,5.0,Google,98734.0,7835.0,3334.0,2600.0,972400.0,25.08,13.91,Hindi,13.95,College Students,2025-02-15,tira,65207.99999999999
Paid Ads,Premium Shoppers,5.0,"Google, YouTube",35762.0,2023.0,1108.0,861.0,559650.0,202.52,2.21,English,11.16,Premium Shoppers,2024-10-16,tira,174369.72
Social Media,Premium Shoppers,16.0,"Facebook, Google, Instagram",73785.0,6386.0,1875.0,690.0,221490.0,328.02,-0.02,Tamil,12.13,College Students,2025-01-31,tira,226333.8
Social Media,Tier 2 City Customers,13.0,Instagram,39050.0,1713.0,372.0,280.0,64680.0,276.84,-0.17,Hindi,6.06,Working Women,2024-11-16,tira,77515.2
Email,Premium Shoppers,29.0,"Instagram, YouTube, Google",70184.0,5417.0,2366.0,1582.0,1221304.0,95.88,7.05,Hindi,13.34,College Students,2024-08-18,tira,151682.16
Email,Working Women,8.0,"Email, Google",50243.0,1964.0,469.0,241.0,168218.0,589.12,0.18,English,5.32,College Students,2024-08-18,tira,141977.92
Paid Ads,Working Women,23.0,YouTube,81816.0,3045.0,838.0,310.0,117800.0,726.59,-0.48,Hindi,5.12,College Students,2024-08-18,tira,225242.90000000002
SEO,Working Women,7.0,"Facebook, YouTube",99645.0,6656.0,1774.0,1147.0,270692.0,140.73,0.68,English,9.61,Tier 2 City Customers,2025-01-07,tira,161417.31
Paid Ads,Tier 2 City Customers,17.0,"WhatsApp, Google",24087.0,1781.0,621.0,233.0,57085.0,885.55,-0.72,Tamil,10.94,Working Women,2025-03-18,tira,206333.15
Social Media,College Students,16.0,Google,19685.0,1206.0,397.0,189.0,109431.0,1224.44,-0.53,Hindi,9.1,Tier 2 City Customers,2024-12-05,tira,231419.16
Email,Premium Shoppers,26.0,"Email, Instagram",22700.0,1481.0,517.0,234.0,63414.0,693.17,-0.61,Tamil,9.83,Youth,2024-08-08,tira,162201.78
Social Media,Premium Shoppers,26.0,"Email, Instagram, WhatsApp",44384.0,2166.0,1227.0,869.0,312840.0,236.02,0.53,Hindi,9.6,Youth,2024-08-15,tira,205101.38
Social Media,College Students,7.0,"Email, Instagram, Google",57486.0,7398.0,4227.0,1489.0,1165887.0,110.64,6.08,Bengali,22.81,Premium Shoppers,2024-08-15,tira,164742.96
Influencer,Working Women,23.0,Facebook,37008.0,2196.0,596.0,377.0,213382.0,636.3,-0.11,Bengali,8.56,College Students,2025-02-19,tira,239885.09999999998
Email,Youth,23.0,Instagram,51352.0,5180.0,1856.0,736.0,486496.0,285.56,1.31,Hindi,15.13,Tier 2 City Customers,2025-02-19,tira,210172.16
SEO,Premium Shoppers,29.0,"Instagram, YouTube, WhatsApp",64750.0,6142.0,1316.0,499.0,265468.0,191.75,1.77,Hindi,12.29,Tier 2 City Customers,2025-05-07,tira,95683.25
Email,College Students,12.0,"Email, Instagram, Google",13853.0,1510.0,580.0,365.0,148555.0,165.4,1.46,English,17.72,College Students,2025-02-17,tira,60371.0
SEO,Tier 2 City Customers,19.0,"Facebook, Email",57658.0,5838.0,2371.0,1191.0,550242.0,128.76,2.59,Hindi,16.3,Premium Shoppers,2025-01-13,tira,153353.16
Paid Ads,Tier 2 City Customers,11.0,"Email, YouTube, Google",93532.0,11986.0,6514.0,2129.0,1041081.0,82.88,4.9,Tamil,22.06,Tier 2 City Customers,2025-01-30,tira,176451.52
Email,Tier 2 City Customers,6.0,"Instagram, YouTube, Email",90479.0,6504.0,3741.0,2992.0,1259632.0,35.8,10.76,Bengali,14.63,Premium Shoppers,2025-02-20,tira,107113.59999999999
Paid Ads,Youth,8.0,Email,87599.0,8981.0,4213.0,2254.0,1388464.0,29.6,19.81,English,17.63,Tier 2 City Customers,2025-03-11,tira,66718.40000000001
Social Media,College Students,30.0,"Instagram, Facebook",82705.0,10728.0,5303.0,2265.0,1137030.0,81.67,5.15,English,22.12,Youth,2025-03-11,tira,184982.55000000002
Email,College Students,6.0,"WhatsApp, Google",16762.0,723.0,207.0,136.0,99824.0,872.08,-0.16,English,6.36,Premium Shoppers,2024-11-03,tira,118602.88
Paid Ads,Youth,25.0,Email,54822.0,3373.0,1763.0,583.0,371371.0,417.97,0.52,English,10.43,Working Women,2024-11-03,tira,243676.51
Paid Ads,Youth,26.0,"YouTube, Instagram",24107.0,3247.0,1888.0,1043.0,626843.0,95.75,5.28,Bengali,25.63,College Students,2024-11-25,tira,99867.25
Influencer,Youth,26.0,"YouTube, Facebook",89924.0,2549.0,628.0,254.0,127762.0,208.21,1.42,Bengali,3.82,College Students,2025-04-03,tira,52885.340000000004
Influencer,Working Women,18.0,"Instagram, Facebook",68809.0,5551.0,2634.0,1537.0,1183490.0,166.9,3.61,Bengali,14.13,Tier 2 City Customers,2024-10-07,tira,256525.30000000002
Influencer,Premium Shoppers,20.0,"Email, Google, WhatsApp",65256.0,5599.0,2488.0,984.0,759648.0,209.06,2.69,Tamil,13.9,Premium Shoppers,2024-10-08,tira,205715.04
Paid Ads,Tier 2 City Customers,28.0,"WhatsApp, Google",14336.0,833.0,209.0,139.0,80759.0,437.22,0.33,English,8.24,Working Women,2025-01-30,tira,60773.58
SEO,College Students,13.0,"WhatsApp, Instagram, YouTube",14396.0,672.0,146.0,55.0,19580.0,1872.56,-0.81,Tamil,6.06,Youth,2024-08-04,tira,102990.8
Social Media,College Students,17.0,"Facebook, Email, WhatsApp",91155.0,7711.0,3830.0,1191.0,341817.0,55.18,4.2,Bengali,13.97,College Students,2024-08-11,tira,65719.38
Email,Premium Shoppers,8.0,"Google, Facebook",79917.0,6003.0,2853.0,1967.0,1441811.0,125.49,4.84,Bengali,13.54,College Students,2024-10-07,tira,246838.83
Social Media,Premium Shoppers,14.0,Facebook,42828.0,2583.0,882.0,600.0,268800.0,473.78,-0.05,Tamil,9.49,Premium Shoppers,2025-05-17,tira,284268.0
Email,Premium Shoppers,16.0,"Google, Instagram",86409.0,12218.0,2904.0,2004.0,1523040.0,115.12,5.6,English,19.82,Working Women,2024-08-26,tira,230700.48
SEO,College Students,16.0,"YouTube, Email, WhatsApp",86050.0,1910.0,848.0,589.0,445873.0,118.04,5.41,Tamil,3.89,Youth,2025-04-11,tira,69525.56
Paid Ads,Premium Shoppers,25.0,Instagram,83104.0,8950.0,4743.0,3618.0,1251828.0,73.16,3.73,Tamil,20.83,College Students,2025-04-07,tira,264692.88
Influencer,Tier 2 City Customers,15.0,"Instagram, WhatsApp, Facebook",37133.0,2292.0,1350.0,910.0,232050.0,303.33,-0.16,Hindi,12.26,Tier 2 City Customers,2025-03-17,tira,276030.3
Email,Premium Shoppers,14.0,"Facebook, Email",67404.0,4044.0,1075.0,502.0,340356.0,311.59,1.18,Tamil,8.34,Tier 2 City Customers,2024-07-07,tira,156418.18
Email,Working Women,15.0,"Email, Facebook",89126.0,12879.0,6683.0,3981.0,1094775.0,56.56,3.86,English,26.42,Youth,2025-02-14,tira,225165.36000000002
SEO,Working Women,25.0,"YouTube, Google, WhatsApp",50862.0,5001.0,2549.0,1371.0,644370.0,112.26,3.19,Hindi,17.54,Premium Shoppers,2025-02-14,tira,153908.46000000002
Paid Ads,Tier 2 City Customers,9.0,WhatsApp,60777.0,5256.0,3003.0,946.0,405834.0,299.02,0.43,English,15.15,College Students,2025-03-12,tira,282872.92
Paid Ads,Tier 2 City Customers,18.0,"WhatsApp, Email",42317.0,6127.0,3195.0,1395.0,728190.0,52.23,8.99,Hindi,25.33,Premium Shoppers,2024-12-13,tira,72860.84999999999
Paid Ads,Premium Shoppers,19.0,Instagram,91508.0,13073.0,7267.0,3077.0,1412343.0,80.06,4.73,English,25.59,Working Women,2024-08-13,tira,246344.62
SEO,College Students,11.0,"Instagram, Facebook",90251.0,2014.0,803.0,458.0,133278.0,523.95,-0.44,Bengali,3.63,Premium Shoppers,2025-03-16,tira,239969.10000000003
SEO,Working Women,19.0,"Google, Instagram",13859.0,947.0,318.0,108.0,84240.0,575.56,0.36,Tamil,9.91,Premium Shoppers,2024-07-01,tira,62160.479999999996
Paid Ads,Youth,24.0,Facebook,76963.0,9000.0,2967.0,1797.0,664890.0,36.61,9.11,Bengali,17.88,College Students,2025-04-26,tira,65788.17
Influencer,College Students,9.0,"Facebook, Instagram",54994.5,695.0,383.0,121.0,50820.0,769.93,-0.45,Hindi,2.18,Youth,2025-04-26,tira,93161.53
SEO,Youth,5.0,"Instagram, Email",39465.0,5075.0,2364.0,1608.0,948720.0,176.64,2.34,English,22.92,Youth,2024-11-15,tira,284037.12
Social Media,Premium Shoppers,14.0,"Google, WhatsApp",21335.0,1509.0,706.0,473.0,250217.0,171.53,2.08,Bengali,12.6,Working Women,2025-05-11,tira,81133.69
Social Media,Premium Shoppers,7.0,"Instagram, WhatsApp, Google",50174.0,2281.0,1238.0,967.0,722349.0,134.53,4.55,English,8.94,College Students,2025-03-15,tira,130090.51
Social Media,Premium Shoppers,17.0,WhatsApp,54356.0,4184.0,1291.0,483.0,113505.0,124.49,0.89,Hindi,10.96,Premium Shoppers,2025-04-29,tira,60128.67
Email,Premium Shoppers,17.0,"WhatsApp, Google, Email",32812.0,1163.0,589.0,368.0,217488.0,484.21,0.22,Bengali,6.46,Working Women,2025-01-25,tira,178189.28
Email,Youth,22.0,WhatsApp,74129.0,4734.0,1241.0,453.0,324348.0,650.41,0.1,Hindi,8.67,Working Women,2025-05-12,tira,294635.73
Paid Ads,Working Women,25.0,"WhatsApp, Email, Instagram",49723.0,5032.0,1417.0,1026.0,642276.0,286.21,1.19,Bengali,15.03,Premium Shoppers,2025-03-10,tira,293651.45999999996
SEO,Tier 2 City Customers,29.0,Google,40757.0,3510.0,2054.0,1570.0,574620.0,69.25,4.29,Bengali,17.5,Tier 2 City Customers,2025-01-28,tira,108722.5
Social Media,Tier 2 City Customers,22.0,"Google, Facebook",84582.0,3827.0,1845.0,625.0,452500.0,398.28,0.82,Bengali,7.44,Premium Shoppers,2024-12-23,tira,248924.99999999997
Paid Ads,Youth,11.0,Facebook,44741.0,5767.0,3316.0,1230.0,965550.0,167.07,3.7,Tamil,23.05,Tier 2 City Customers,2025-04-25,tira,205496.1
Influencer,Working Women,25.0,"WhatsApp, Email",48004.0,7012.0,3153.0,1684.0,368796.0,209.06,0.05,Bengali,24.68,Working Women,2024-10-02,tira,352057.04
Email,Working Women,9.0,Email,74133.0,10048.0,3708.0,1560.0,329160.0,142.76,0.48,Bengali,20.66,Premium Shoppers,2024-11-29,tira,222705.59999999998
Paid Ads,Youth,28.0,"Email, YouTube",18363.0,2348.0,1239.0,476.0,184212.0,413.43,-0.06,English,22.13,Working Women,2025-05-10,tira,196792.68
Paid Ads,College Students,9.0,"Email, Google, WhatsApp",56759.0,2748.0,1041.0,621.0,194373.0,163.15,0.92,Hindi,7.77,Working Women,2024-10-10,tira,101316.15000000001
Social Media,Premium Shoppers,17.0,"Facebook, Google",74669.0,6428.0,2985.0,1464.0,1065792.0,35.54,19.48,Bengali,14.57,College Students,2024-10-10,tira,52030.56
Email,Tier 2 City Customers,25.0,WhatsApp,99099.0,10527.0,6222.0,3637.0,1331142.0,66.14,4.53,Hindi,20.57,Working Women,2025-03-21,tira,240551.18
SEO,Premium Shoppers,13.0,"Email, Instagram",89169.0,2100.0,1033.0,810.0,419580.0,225.13,1.3,English,4.42,Tier 2 City Customers,2024-07-20,tira,182355.3
Paid Ads,Youth,6.0,Google,37278.0,5100.0,1228.0,637.0,478387.0,281.72,1.67,Tamil,18.68,Youth,2024-11-25,tira,179455.64
Email,Youth,10.0,"Instagram, Email",49321.0,2671.0,1445.0,574.0,314552.0,256.96,1.13,English,9.51,College Students,2025-04-30,tira,147495.03999999998
SEO,Working Women,11.0,Google,67730.0,6522.0,3017.0,989.0,382743.0,268.95,0.44,Bengali,15.54,Working Women,2025-04-30,tira,265991.55
